trial_idx,cue,color1_deg,color2_deg,same_color,sw_Healthy_vs_Multi_dir0-1,sw_Healthy_vs_Multi_dir0-1-2,sw_Healthy_vs_Multi_dir0-1-2-3,sw_Multi_dir0-1_vs_Multi_dir0-1-2,sw_Multi_dir0-1_vs_Multi_dir0-1-2-3,sw_Multi_dir0-1-2_vs_Multi_dir0-1-2-3,sw_self_reference,teacher_vs_students_mean,teacher_vs_students_std
106,1,240.0,300.0,False,2.7883878533900273,2.6581618233774855,2.5271294631817196,0.22328731940030974,0.3096705718717562,0.41061882428936236,0.05025644695233128,2.6578930466497437,0.10665846049972193
107,1,240.0,330.0,False,2.4130538706554097,2.2923836208941903,2.223857072200426,0.22347987209698,0.3195917109501225,0.45042856606669895,0.029003026505918197,2.309764854583342,0.07821098643976483
108,1,270.0,0.0,False,2.062466750297929,1.9488828601664994,1.9652807822040324,0.1462498592517778,0.1736342750047457,0.25051204129520466,0.10895077745153897,1.9922101308894868,0.0501279522144033
109,1,270.0,30.0,False,1.9381518752498312,1.8981211997392933,1.8333538993902085,0.1335027926139512,0.19171706367399738,0.2691316301420329,0.0352790764449553,1.8898756581264442,0.043179050888406775
110,1,270.0,60.0,False,2.0065740304006097,2.0565716171899355,1.8211079488876174,0.16862990464863115,0.2023708311858183,0.2736253258153827,0.021142768851176153,1.9614178654927208,0.10129196807410204
111,1,270.0,90.0,False,1.5462411161133052,2.0726037319230213,1.8856865789979207,1.2550911433266267,1.1451397446150982,0.2022431876756758,0.10879428597121892,1.8348438090114156,0.21787326786526948
112,1,270.0,120.0,False,1.600609783182826,2.224516092940471,2.070785277936304,1.4341473936182176,1.3316553786218543,0.17400377598831882,0.04361216159277706,1.965303718019867,0.26540477319326694
113,1,270.0,150.0,False,1.6418301455295552,2.4386479397817737,2.30352958000765,1.4517781132512064,1.36216856949404,0.1659922128956215,0.03061459453259775,2.128002555106326,0.34817328220516397
114,1,270.0,180.0,False,2.3058276393162114,2.6184174094135124,2.2970336541277883,0.441248113851339,0.17260480616996943,0.3689648484516065,0.1010234923900808,2.4070929009525037,0.14947211434709967
115,1,270.0,210.0,False,2.5515694694032227,2.4020451486891234,2.087675318074392,0.35554447740362666,0.47246149006156046,0.4689463380583455,0.07701141445084507,2.3470966453889126,0.19332864836934016
116,1,270.0,240.0,False,2.5816029253204023,2.351212862487631,2.0515800086284104,0.37873787699039585,0.551276149278948,0.5564191427618379,0.03251823759101425,2.328131932145481,0.21699557608972264
117,1,270.0,270.0,True,2.679637917460808,2.4187639485751626,2.3550880232428,0.35016776912718695,0.3348740137917577,0.3750022043670376,0.03434527121180184,2.4844966297595903,0.1404130751057992
118,1,270.0,300.0,False,2.493827148752108,2.308571771843662,2.2393921587964503,0.26902485041410695,0.28086509325105574,0.17840132522930913,0.023862085984770406,2.3472636931307402,0.10741536081367505
119,1,270.0,330.0,False,2.126083565972955,2.0080951676408905,1.955391011745625,0.18731353317384436,0.18693299866685242,0.14293940839663516,0.04275140421961874,2.02985658178649,0.07136365263622062
120,1,300.0,0.0,False,1.7167292965599246,1.5773534551179242,1.4595598261024123,0.16424822624246732,0.3967528114751787,0.43268742926952947,0.02997618363257916,1.5845475259267536,0.10511216271187382
121,1,300.0,30.0,False,1.4446640863133917,1.3602563973188062,1.1555719271292422,0.1606019302537618,0.3692396036213178,0.37783154177420797,0.106382638449146,1.3201641369204802,0.12137850203206994
122,1,300.0,60.0,False,1.2991715165723332,1.4847496002598723,1.2800813093417642,0.2334532196126562,0.18022092754845406,0.23824652113153172,0.10939719732045619,1.354667475391323,0.09231153200174617
123,1,300.0,90.0,False,1.1215839795905946,1.3555606735133954,1.2653072830025196,0.7222464369437017,0.7376049609505773,0.2231933487400283,0.023406002989841426,1.2474839787021699,0.09634841620181808
124,1,300.0,120.0,False,1.152934787503514,1.48893538774167,1.476300947519202,0.6813835919606457,0.7561632624969221,0.23646650197416816,0.07804470926262268,1.3727237075881285,0.15549980560310378
125,1,300.0,150.0,False,1.8046880874261926,1.8684062774428147,1.600589459002253,0.21402723028120235,0.2943278759550986,0.28006292028399915,0.02006478701577452,1.7578946079570867,0.11423275756257611
126,1,300.0,180.0,False,2.179694757128515,2.170320242393937,1.7270227052379106,0.2348568813902505,0.4797534277983133,0.49349255492193883,0.033011731217470475,2.025679234920121,0.2112167329592883
127,1,300.0,210.0,False,2.0986724815770303,2.0997156460830895,1.6143417939131963,0.263217631172906,0.5254597692998264,0.6569700922013029,0.073155797071222,1.9375766405244388,0.22856194870813723
128,1,300.0,240.0,False,2.2637029884784092,2.087980809994042,1.8355651416033316,0.2822877535576062,0.508420563525727,0.5669901373177308,0.0502877875770498,2.0624163133585944,0.17571883146639827
129,1,300.0,270.0,False,2.261005304478876,2.1259378695166546,2.0029244876087686,0.19919722055786032,0.2709761564292971,0.1960647501748788,0.03283892538792452,2.129955887201433,0.1053993528084869
